crop_type,temperature,humidity,sunlight_hours,water_ph,air_quality_index,wind_speed,suitability_percentage,suitability_class
mint,24.04,64,4.5,6.25,42,1.12,79.85,2
mint,25.63,73,5.5,6.34,42,0.96,72.67,2
mint,19.5,56,4.2,5.98,57,0.98,69.21,1
mint,48.5,70,6.1,6.13,43,0.75,57.96,1
mint,8.5,65,4.7,5.71,19,1.73,64.1,1
mint,47.91,56,4.6,5.92,42,1.33,60.97,1
mint,16.32,72,4.3,5.99,51,0.38,65.21,1
mint,22.52,67,5.3,6.32,46,0.99,81.42,2
mint,27.11,72,5.1,6.14,44,0.98,77.12,2
mint,42.44,52,6.1,5.99,45,1.15,54.74,1
mint,5.45,74,5.1,5.99,67,0.94,62.81,1
mint,17.32,67,4.7,6.15,39,1.59,74.41,2
mint,24.06,63,4.9,6.11,48,1.42,83.17,2
mint,19.45,68,4.7,5.85,48,1.85,75.61,2
mint,23.2,62,5.8,6.13,39,1.27,81.02,2
mint,19.69,68,5.6,6.11,45,1.27,78.74,2
mint,5.97,76,4.7,5.9,59,0.8,58.71,1
mint,37.08,57,5.7,6.11,75,1.78,50.62,1
mint,33.4,64,3.9,5.8,79,0.66,49.63,1
mint,8.03,75,5.3,6.18,43,1.31,62.08,1
mint,47.71,66,4.7,5.82,43,1.45,64.81,1
mint,22.36,70,4.9,6.1,66,0.96,82.41,2
mint,14.26,60,4.4,5.8,32,1.2,64.4,1
mint,30.99,68,4.9,6.09,40,1.12,74.27,2
mint,17.14,73,4.5,6.3,74,1.27,62.95,1
mint,10.16,73,5.8,5.84,62,0.57,53.64,1
mint,21.76,64,4.2,6.14,60,1.09,76.33,2
mint,21.9,68,6.1,6.08,42,0.94,79.3,2
mint,24.87,65,5.3,5.93,50,0.88,81.11,2
mint,22.66,73,4.2,5.58,45,1.0,73.17,2
mint,25.89,71,5.2,6.18,71,1.61,73.1,2
mint,23.1,65,5.1,6.22,58,1.36,82.87,2
mint,25.42,79,4.0,5.65,40,1.22,67.23,1
mint,24.07,69,4.9,5.9,60,1.13,84.17,2
mint,21.78,73,5.4,6.21,59,1.46,76.0,2
mint,44.11,50,5.8,6.0,52,1.21,55.12,1
mint,19.44,64,5.9,6.31,37,1.85,67.85,1
mint,33.34,65,4.9,5.94,60,1.43,65.51,1
mint,21.16,62,5.0,6.24,45,1.0,79.77,2
mint,18.23,63,5.6,5.93,32,1.17,76.55,2
mint,28.59,74,4.7,6.31,32,1.63,68.66,1
mint,33.0,72,5.0,6.38,41,1.18,63.02,1
mint,26.66,71,5.3,5.94,41,1.56,78.32,2
mint,45.81,56,3.2,5.88,91,1.47,40.95,0
mint,25.9,66,3.7,6.0,56,1.55,72.4,2
mint,26.62,59,5.8,5.94,25,0.92,74.71,2
mint,12.32,74,6.2,5.62,65,0.77,46.41,1
mint,28.52,75,5.8,6.39,20,1.04,66.46,1
mint,18.45,69,5.2,6.24,70,1.52,70.5,2
mint,17.86,72,5.3,6.21,39,1.14,73.95,2
mint,21.04,60,3.6,5.85,57,1.37,67.9,1
mint,23.92,66,4.7,6.16,64,1.1,80.95,2
mint,21.66,64,5.7,6.49,45,1.65,70.16,2
mint,28.85,69,5.7,5.87,60,0.86,67.83,1
mint,18.21,74,5.2,5.45,33,1.06,67.87,1
mint,38.59,62,6.0,6.04,43,0.41,56.58,1
mint,22.65,72,5.0,5.67,72,1.67,75.54,2
mint,27.43,62,4.0,5.95,34,1.0,72.65,2
mint,22.34,77,4.4,5.96,56,1.01,77.53,2
mint,24.13,72,5.0,6.06,37,0.8,85.42,2
mint,22.57,63,5.2,6.31,57,0.48,75.12,2
mint,25.01,65,4.8,5.79,21,1.46,83.8,2
mint,14.56,76,6.7,6.2,59,1.71,48.64,1
mint,32.16,69,5.1,6.37,61,0.71,59.81,1
mint,15.01,71,5.2,5.64,36,1.01,66.27,1
mint,24.21,68,4.8,6.6,30,1.63,76.29,2
mint,26.19,64,4.2,5.36,59,1.26,62.91,1
mint,25.9,69,4.9,6.18,31,1.47,82.3,2
mint,27.98,68,5.1,5.68,45,1.18,75.26,2
mint,20.04,69,6.0,6.58,35,1.1,67.85,1
mint,23.56,71,4.8,5.99,35,1.1,88.85,2
mint,23.13,68,5.2,5.79,28,1.35,88.32,2
mint,29.3,71,3.8,6.05,55,1.24,66.25,1
mint,19.82,75,4.6,6.09,58,1.22,74.94,2
mint,23.49,72,5.2,6.54,43,1.03,76.08,2
mint,21.86,74,4.9,5.83,32,0.59,80.74,2
mint,27.77,70,4.2,5.5,68,1.24,61.83,1
mint,24.55,73,5.5,5.85,49,1.1,78.38,2
mint,8.83,72,4.6,5.94,45,1.18,65.78,1
mint,22.09,72,5.4,5.79,49,0.75,77.63,2
mint,9.25,67,4.2,6.02,58,1.9,59.65,1
mint,23.47,61,4.9,6.04,25,0.78,86.99,2
mint,25.13,68,5.3,6.13,24,1.29,86.19,2
mint,21.23,65,5.1,5.72,17,0.75,83.08,2
mint,14.95,72,6.4,6.05,36,1.13,63.5,1
mint,24.54,71,5.3,5.66,57,0.92,74.9,2
mint,45.9,56,4.2,6.06,56,1.22,56.82,1
mint,8.34,71,5.1,5.76,17,0.9,67.75,1
mint,23.16,66,5.0,5.98,42,1.48,89.91,2
mint,24.32,71,4.4,6.21,17,0.56,79.84,2
mint,15.29,68,5.9,5.98,18,1.08,73.5,2
mint,18.18,66,5.4,6.26,70,1.79,66.37,1
mint,25.85,67,6.5,6.09,68,1.52,68.07,1
mint,24.12,69,5.5,6.01,62,1.58,80.61,2
mint,18.77,71,6.1,6.29,39,1.92,64.65,1
mint,10.88,61,4.7,5.75,73,0.15,50.61,1
mint,17.91,72,5.0,5.75,39,0.68,72.63,2
mint,5.42,80,6.8,5.99,65,1.51,46.46,1
mint,43.2,65,4.7,6.01,50,0.13,61.36,1
mint,25.55,67,6.8,6.45,39,1.07,65.05,1
mint,25.43,67,5.3,5.96,17,1.94,84.45,2
mint,17.21,71,5.0,5.95,62,1.28,74.9,2
mint,28.8,65,4.9,5.92,54,1.43,74.47,2
mint,18.85,72,6.3,5.96,23,1.52,72.77,2
mint,26.05,72,5.1,5.62,55,1.03,72.99,2
mint,13.88,76,6.7,6.0,48,0.94,54.6,1
mint,29.62,64,6.4,5.63,65,0.73,53.42,1
mint,26.27,71,3.1,6.05,55,1.66,64.44,1
mint,23.71,68,5.2,5.94,52,0.76,84.51,2
mint,42.44,65,4.3,6.17,41,1.26,62.91,1
mint,25.05,73,5.0,5.78,50,1.35,79.26,2
mint,16.32,72,3.8,5.85,29,1.02,66.17,1
mint,22.13,73,6.2,5.77,21,1.79,74.31,2
mint,23.12,78,5.5,5.92,23,1.85,80.37,2
mint,23.67,64,5.0,6.36,67,1.03,77.58,2
mint,18.75,60,5.4,5.89,51,1.0,72.39,2
mint,25.81,59,4.9,6.32,64,0.35,66.58,1
mint,27.75,64,4.3,6.13,67,0.69,66.64,1
mint,17.15,74,5.5,6.04,39,1.23,73.42,2
mint,31.74,74,4.2,5.94,61,0.66,58.29,1
mint,28.72,56,3.9,6.45,42,1.05,56.75,1
mint,23.54,71,5.4,6.05,42,0.58,82.22,2
mint,21.33,68,4.0,6.19,36,0.93,77.61,2
mint,30.96,68,4.7,5.76,42,1.15,69.7,1
mint,21.81,72,5.5,5.72,12,0.92,81.9,2
mint,25.35,62,3.8,5.94,36,0.62,72.42,2
mint,18.66,72,4.5,5.87,50,0.8,71.77,2
mint,26.67,69,5.8,6.03,62,1.22,75.11,2
mint,21.17,59,5.1,5.61,37,1.03,75.71,2
mint,24.44,54,5.7,5.91,55,1.39,71.98,2
mint,39.51,70,5.1,5.74,67,0.75,59.02,1
mint,24.61,69,4.2,5.66,51,0.74,72.05,2
mint,23.99,63,5.2,5.96,45,1.53,83.76,2
mint,41.11,69,5.5,5.95,54,1.04,64.71,1
mint,22.42,57,5.3,6.38,73,1.15,70.7,2
mint,27.36,63,6.0,6.05,57,1.3,70.34,2
mint,18.74,67,4.0,5.71,41,1.14,70.94,2
mint,21.65,62,4.3,6.54,27,0.59,69.82,1
mint,31.59,49,4.9,6.36,63,1.21,53.63,1
mint,44.14,69,5.0,6.25,30,0.83,66.99,1
mint,44.32,65,5.1,6.13,53,1.39,65.48,1
mint,48.8,49,5.7,5.9,63,1.07,50.76,1
mint,41.54,44,4.5,5.85,67,1.03,47.37,1
mint,31.09,72,5.3,6.04,50,1.44,68.57,1
mint,7.39,79,5.1,6.14,35,0.81,61.51,1
mint,26.27,72,5.3,5.85,40,1.29,78.55,2
mint,13.72,72,5.5,5.33,45,1.57,52.08,1
mint,24.06,65,4.1,5.88,37,1.47,79.62,2
mint,16.7,76,5.0,5.88,55,1.11,70.54,2
mint,15.02,65,5.0,5.79,81,1.51,63.44,1
mint,16.61,72,4.8,5.86,57,1.61,68.54,1
mint,18.46,65,4.8,6.07,53,1.03,76.98,2
mint,25.43,65,5.2,5.88,56,0.9,78.91,2
mint,31.22,66,4.8,5.7,55,1.15,66.05,1
mint,21.33,72,4.5,5.84,53,1.48,76.78,2
mint,26.85,71,6.4,6.25,42,0.97,66.54,1
mint,24.27,80,6.0,5.31,24,1.67,61.88,1
mint,21.52,61,6.0,6.07,39,0.48,73.5,2
mint,19.11,62,4.7,5.99,31,0.64,78.01,2
mint,23.65,68,4.1,5.9,11,1.13,87.45,2
mint,36.4,68,4.5,6.02,75,1.64,60.8,1
mint,24.64,65,4.9,5.55,34,1.65,77.22,2
mint,41.67,62,4.3,6.1,74,1.15,57.3,1
mint,24.03,64,5.8,6.12,52,0.0,71.62,2
mint,17.55,67,3.9,6.34,50,1.33,64.94,1
mint,38.43,67,5.5,6.2,63,0.63,58.31,1
mint,46.81,64,6.4,5.96,21,1.38,62.12,1
mint,20.45,58,6.3,6.08,67,1.4,65.88,1
mint,23.94,63,4.2,6.12,51,1.14,78.48,2
mint,16.84,96,5.3,6.54,38,1.8,49.8,1
mint,23.76,77,4.3,5.87,29,1.26,79.91,2
mint,22.3,69,4.6,5.64,36,1.33,80.93,2
mint,12.07,53,4.8,5.98,51,0.68,57.99,1
mint,22.53,70,5.3,6.05,66,1.16,83.5,2
mint,6.37,75,4.5,5.29,81,1.02,43.46,0
mint,31.0,59,3.6,5.92,43,1.16,59.67,1
mint,15.91,62,5.4,5.88,34,1.17,71.49,2
mint,19.69,74,5.1,6.2,30,1.71,76.74,2
mint,21.71,54,6.4,6.19,29,1.07,69.57,1
mint,28.52,80,6.3,5.71,44,1.63,56.18,1
mint,26.09,70,5.3,6.21,40,1.64,76.72,2
mint,23.19,56,6.6,6.37,40,0.72,63.92,1
mint,49.73,61,4.2,6.3,56,0.94,53.52,1
mint,22.24,68,6.3,6.28,32,1.26,77.33,2
mint,25.49,44,5.3,5.75,36,0.83,65.6,1
mint,21.77,68,4.5,5.91,26,1.95,82.84,2
mint,7.78,65,6.4,5.79,62,1.51,51.94,1
mint,26.48,65,5.0,6.22,48,0.98,78.09,2
mint,22.18,67,4.8,6.17,39,1.2,86.92,2
mint,9.98,71,5.4,5.38,45,1.03,54.24,1
mint,17.44,60,4.4,5.77,23,1.68,68.6,1
mint,19.69,70,5.1,6.16,37,0.58,78.14,2
mint,23.03,70,5.1,6.25,43,1.33,85.0,2
mint,28.76,60,5.6,6.0,42,1.37,71.7,2
mint,31.0,69,5.3,6.39,53,1.6,62.07,1
mint,27.5,58,5.6,6.07,24,1.11,75.0,2
mint,24.89,57,4.6,6.16,28,1.21,79.18,2
mint,21.48,76,5.7,5.78,55,1.21,73.35,2
mint,22.78,56,4.1,6.06,59,0.99,73.96,2
mint,22.85,65,5.8,5.89,46,0.98,81.27,2
mint,42.48,70,4.7,6.14,58,1.15,63.86,1
mint,24.53,52,5.1,5.78,45,1.42,73.92,2
mint,22.58,56,5.0,6.04,34,1.62,83.39,2
mint,21.7,67,6.2,5.96,54,0.93,76.97,2
mint,32.81,56,4.3,5.85,53,1.81,52.94,1
mint,23.01,70,4.3,6.37,60,1.18,76.11,2
mint,42.03,63,5.8,6.53,58,1.38,50.29,1
mint,24.54,67,5.8,6.29,59,0.76,72.63,2
mint,21.27,52,5.1,5.73,26,0.69,73.74,2
mint,23.9,61,4.6,5.81,51,1.65,76.53,2
mint,12.04,65,4.9,6.11,42,1.31,68.14,1
mint,24.05,73,4.9,6.34,30,0.91,80.44,2
mint,21.08,58,6.1,6.1,58,1.04,69.93,1
mint,29.86,63,4.9,6.03,33,0.56,72.95,2
mint,25.32,68,4.3,5.78,44,1.21,78.31,2
mint,25.08,69,4.6,5.97,25,0.97,85.9,2
mint,18.15,72,3.2,5.64,58,0.88,55.62,1
mint,25.77,59,5.7,6.25,27,0.88,72.79,2
mint,20.45,63,4.8,6.29,31,0.79,77.38,2
mint,21.25,71,4.6,6.02,33,0.79,83.16,2
mint,20.74,70,4.8,6.11,33,1.06,84.12,2
mint,16.49,69,4.5,6.29,28,1.9,67.67,1
mint,22.86,69,4.8,5.57,43,1.03,80.78,2
mint,24.98,76,6.2,5.88,50,0.75,68.73,1
mint,19.23,68,5.1,6.11,72,1.41,76.38,2
mint,25.99,68,5.1,5.93,62,1.16,81.4,2
mint,24.54,78,5.9,5.75,28,0.26,68.52,1
mint,28.68,67,5.0,5.66,43,1.14,74.29,2
mint,21.78,62,5.1,5.81,36,1.29,83.39,2
mint,17.97,72,4.8,6.19,42,0.7,72.09,2
mint,38.6,59,4.2,5.95,61,1.38,57.02,1
mint,29.0,62,5.9,5.92,60,1.46,65.12,1
mint,17.47,60,3.5,6.08,38,1.15,65.2,1
mint,23.64,68,6.4,5.86,53,1.45,75.08,2
mint,13.68,72,4.7,5.68,30,1.31,64.52,1
mint,23.35,67,5.8,5.6,38,0.77,76.23,2
mint,15.0,65,5.5,5.58,51,1.58,59.82,1
mint,41.25,60,5.1,5.93,49,1.12,65.01,1
mint,22.73,62,4.0,5.73,18,1.24,80.13,2
mint,21.7,67,4.4,5.97,78,1.59,77.08,2
mint,17.11,66,7.0,5.66,43,1.11,58.08,1
mint,23.84,68,5.6,6.15,50,1.7,79.39,2
mint,22.9,57,4.7,6.55,36,0.32,68.99,1
mint,22.58,68,3.8,6.21,48,0.9,76.1,2
mint,19.2,69,5.9,6.18,37,1.06,74.36,2
mint,21.15,70,4.3,6.28,50,1.23,75.76,2
mint,17.37,57,4.6,5.48,51,0.34,55.51,1
mint,44.87,61,2.5,6.47,84,1.34,37.39,0
mint,23.83,60,4.5,6.05,50,1.01,79.9,2
mint,24.32,67,5.1,5.9,47,1.75,83.35,2
mint,23.41,71,5.1,5.83,53,1.39,83.26,2
mint,40.52,65,4.3,6.4,60,1.7,52.52,1
mint,19.91,65,4.3,5.98,48,0.88,76.99,2
mint,26.6,64,5.8,5.91,64,1.59,70.22,2
mint,21.36,75,4.1,5.65,52,1.53,68.09,1
mint,28.98,69,5.7,5.77,46,0.91,68.12,1
mint,19.6,63,4.7,6.66,36,1.01,68.1,1
mint,46.09,57,4.3,6.19,58,1.63,52.68,1
mint,25.23,72,4.2,6.38,51,1.23,70.89,2
mint,27.95,68,4.7,6.17,38,1.58,75.7,2
mint,24.24,70,4.0,6.11,30,0.66,78.14,2
mint,21.09,74,4.3,6.35,54,1.46,69.77,1
mint,22.48,59,4.6,5.51,59,1.68,68.62,1
mint,24.3,62,5.3,6.4,67,1.28,72.63,2
mint,23.89,63,3.9,6.38,61,1.37,68.85,1
mint,27.95,66,6.1,5.69,51,0.68,63.34,1
mint,22.84,70,5.8,6.17,42,1.15,81.75,2
mint,19.87,71,6.2,6.17,47,0.98,70.34,2
mint,22.85,67,5.0,6.14,30,1.3,91.18,2
mint,22.63,68,5.1,6.29,53,1.22,83.8,2
mint,21.55,57,5.7,6.29,42,1.0,71.78,2
mint,22.21,66,5.6,6.13,31,0.47,80.9,2
rosemary,27.83,59,7.0,6.38,29,1.35,83.15,2
rosemary,18.61,53,8.6,6.34,57,1.17,61.93,1
rosemary,23.84,56,7.2,6.33,26,1.19,85.42,2
rosemary,25.28,55,7.3,6.3,40,1.15,84.23,2
rosemary,26.48,43,6.5,6.24,55,0.99,71.98,2
rosemary,20.04,53,8.6,6.63,60,1.21,65.16,1
rosemary,29.52,38,7.2,6.33,40,1.53,71.5,2
rosemary,24.75,45,6.4,6.59,48,0.95,79.09,2
rosemary,25.53,42,5.8,6.26,18,1.19,74.72,2
rosemary,24.79,51,7.1,6.56,38,1.81,89.75,2
rosemary,23.3,42,7.8,6.73,59,1.78,69.87,1
rosemary,42.08,32,6.7,6.57,49,1.1,55.05,1
rosemary,25.09,52,8.4,6.4,51,1.32,78.83,2
rosemary,47.19,50,7.9,7.06,72,1.44,49.96,1
rosemary,44.93,51,7.2,6.21,63,1.82,61.2,1
rosemary,32.3,61,8.4,6.47,20,1.72,65.24,1
rosemary,11.53,62,7.1,6.36,13,1.8,67.39,1
rosemary,20.13,56,6.7,6.38,55,1.9,73.65,2
rosemary,26.71,45,7.6,7.09,42,2.0,67.28,1
rosemary,33.76,55,6.0,5.97,54,1.61,54.62,1
rosemary,30.35,52,6.6,6.86,36,1.69,72.71,2
rosemary,25.54,46,6.5,6.4,55,1.91,79.36,2
rosemary,33.2,47,7.9,6.86,32,1.53,61.63,1
rosemary,27.56,43,8.6,6.56,52,1.34,67.75,1
rosemary,23.27,46,7.1,6.67,36,1.76,82.05,2
rosemary,25.89,54,7.7,6.92,50,1.55,76.28,2
rosemary,21.31,44,7.7,6.5,51,1.3,73.98,2
rosemary,25.88,52,6.5,6.19,34,1.55,82.88,2
rosemary,16.95,54,7.1,6.65,46,1.33,71.83,2
rosemary,7.82,64,7.6,6.19,50,2.31,51.21,1
rosemary,16.75,64,8.3,6.64,75,1.78,51.94,1
rosemary,22.42,46,8.0,6.52,53,1.42,75.07,2
rosemary,27.71,49,7.7,6.08,33,1.39,73.57,2
rosemary,25.48,49,6.9,6.89,62,1.35,78.78,2
rosemary,12.74,53,8.6,6.09,24,1.2,54.57,1
rosemary,26.65,43,4.3,6.29,43,1.04,63.36,1
rosemary,24.82,57,5.8,6.76,49,1.34,74.94,2
rosemary,30.97,50,7.5,6.4,36,0.96,72.97,2
rosemary,9.07,52,6.6,6.91,58,1.62,59.61,1
rosemary,25.2,46,8.8,6.59,25,0.62,72.43,2
rosemary,24.3,56,7.7,6.41,24,1.01,83.57,2
rosemary,29.49,59,6.6,6.7,46,1.8,72.05,2
rosemary,18.99,62,6.2,6.8,45,1.05,61.6,1
rosemary,38.21,50,7.6,6.63,65,1.48,62.01,1
rosemary,30.77,57,7.6,6.43,37,1.77,73.22,2
rosemary,46.88,49,6.7,6.75,54,1.77,61.59,1
rosemary,28.07,50,7.6,6.59,28,1.29,81.01,2
rosemary,21.93,50,5.4,6.5,67,1.78,69.39,1
rosemary,26.09,58,6.9,6.43,52,1.86,83.14,2
rosemary,24.91,53,7.6,6.52,36,1.54,89.28,2
rosemary,21.32,57,7.2,6.36,42,1.39,79.09,2
rosemary,37.33,50,6.4,6.31,58,1.28,60.81,1
rosemary,23.52,52,7.2,6.6,36,0.94,85.3,2
rosemary,25.96,51,6.8,6.9,48,1.15,79.07,2
rosemary,27.66,53,7.0,6.54,62,1.96,82.42,2
rosemary,21.28,46,6.5,6.83,56,0.81,66.86,1
rosemary,18.38,66,7.4,6.33,18,1.18,68.09,1
rosemary,49.5,48,6.8,6.4,75,1.81,61.54,1
rosemary,33.82,42,6.5,6.8,13,1.7,63.45,1
rosemary,24.31,44,5.7,6.39,33,2.41,72.31,2
rosemary,23.87,58,8.0,6.69,51,1.75,74.6,2
rosemary,20.62,57,7.1,6.69,47,1.3,76.28,2
rosemary,24.91,52,6.5,6.59,37,1.67,87.83,2
rosemary,23.05,49,6.5,6.67,30,1.82,80.96,2
rosemary,24.95,54,8.8,6.46,45,1.17,76.62,2
rosemary,23.71,56,7.4,6.58,76,1.03,77.51,2
rosemary,39.83,48,7.8,6.64,44,1.31,61.26,1
rosemary,29.47,52,6.6,6.25,24,1.49,79.28,2
rosemary,18.9,66,6.4,6.88,0,1.15,65.85,1
rosemary,25.36,53,6.8,6.48,38,2.08,88.75,2
rosemary,28.8,48,5.8,6.57,39,1.41,73.28,2
rosemary,24.14,63,6.5,6.32,42,1.33,77.78,2
rosemary,25.76,56,5.7,6.61,69,1.7,73.57,2
rosemary,49.33,51,8.1,6.9,85,1.45,50.46,1
rosemary,24.4,44,6.2,6.83,71,1.2,69.46,1
rosemary,20.31,57,6.3,6.62,57,1.38,71.53,2
rosemary,23.06,51,8.4,6.21,66,1.5,69.49,1
rosemary,23.63,50,6.8,6.6,38,1.77,85.48,2
rosemary,24.21,46,6.9,6.48,48,2.19,83.06,2
rosemary,24.92,52,7.8,6.56,78,0.62,76.8,2
rosemary,23.32,50,6.3,6.3,45,1.36,78.76,2
rosemary,22.72,63,6.4,6.42,29,1.81,77.35,2
rosemary,23.91,45,6.9,6.51,51,1.96,82.78,2
rosemary,7.68,69,5.7,6.73,56,0.97,45.1,1
rosemary,22.6,56,6.1,6.59,25,1.55,80.73,2
rosemary,25.28,44,7.5,6.39,60,1.86,78.02,2
rosemary,26.8,52,6.3,6.68,33,2.02,79.94,2
rosemary,23.86,56,9.4,6.58,64,1.15,68.13,1
rosemary,23.86,62,5.9,6.1,34,1.26,69.71,1
rosemary,26.5,53,6.3,6.52,57,0.64,78.61,2
rosemary,28.59,53,7.9,6.34,53,1.8,73.5,2
rosemary,31.11,54,6.2,6.23,42,1.84,67.78,1
rosemary,24.57,51,6.9,6.56,37,1.4,90.5,2
rosemary,49.28,44,6.5,6.3,59,1.45,58.47,1
rosemary,34.46,38,6.4,6.08,52,1.28,50.95,1
rosemary,15.66,58,6.1,6.29,22,1.75,62.68,1
rosemary,27.53,51,6.8,6.7,62,1.54,79.48,2
rosemary,24.15,57,6.6,6.68,40,1.36,82.59,2
rosemary,30.61,43,7.6,6.55,48,1.34,69.92,1
rosemary,25.51,52,6.9,6.16,48,1.34,83.47,2
rosemary,24.89,48,7.7,6.23,53,1.76,77.56,2
rosemary,45.96,53,9.3,6.47,60,2.12,52.43,1
rosemary,24.17,52,7.0,6.22,48,1.11,83.63,2
rosemary,24.27,58,6.6,6.6,34,0.9,82.38,2
rosemary,24.04,52,6.9,6.53,38,1.2,89.5,2
rosemary,29.76,44,8.0,6.63,24,2.17,68.5,1
rosemary,23.83,46,7.6,6.46,40,1.48,82.65,2
rosemary,25.02,52,7.0,6.47,71,1.12,87.02,2
rosemary,23.93,63,7.4,6.53,48,1.91,79.05,2
rosemary,46.23,48,7.6,6.63,61,1.04,59.19,1
rosemary,25.24,42,6.6,6.63,46,1.44,80.75,2
rosemary,16.57,47,7.2,6.52,58,2.09,66.7,1
rosemary,21.56,68,6.6,6.77,18,1.76,71.55,2
rosemary,33.16,45,6.5,6.45,57,1.28,65.19,1
rosemary,42.92,51,7.5,6.37,73,1.69,61.37,1
rosemary,24.12,50,6.8,6.37,40,1.28,85.83,2
rosemary,25.52,49,7.0,6.7,50,1.37,85.07,2
rosemary,17.54,51,6.6,6.25,49,1.3,68.18,1
rosemary,24.91,49,7.1,6.46,28,1.47,92.02,2
rosemary,22.19,58,6.2,6.57,23,2.34,76.19,2
rosemary,36.17,46,5.9,7.36,28,1.79,45.2,1
rosemary,23.51,55,6.5,6.45,38,1.34,84.54,2
rosemary,25.31,46,5.5,6.53,60,1.07,72.91,2
rosemary,42.91,43,7.7,6.88,65,1.84,50.46,1
rosemary,27.33,53,5.5,6.55,52,1.24,74.06,2
rosemary,26.53,52,7.6,6.24,41,1.04,78.78,2
rosemary,21.39,55,6.3,6.38,34,1.79,77.32,2
rosemary,49.86,47,7.3,6.79,41,2.19,59.34,1
rosemary,24.92,56,7.3,6.54,56,1.56,86.39,2
rosemary,24.05,51,5.3,6.21,27,1.25,73.54,2
rosemary,24.89,49,7.4,6.26,30,1.49,85.54,2
rosemary,28.06,55,7.0,6.49,52,1.65,84.0,2
rosemary,25.89,56,6.7,6.25,48,2.09,79.06,2
rosemary,26.44,37,8.1,6.55,67,2.08,66.1,1
rosemary,37.59,52,6.9,6.68,64,1.78,64.81,1
rosemary,27.49,56,6.8,6.53,60,1.68,81.35,2
rosemary,34.14,49,6.2,6.47,15,1.79,69.43,1
rosemary,20.55,58,5.4,6.67,57,1.64,63.56,1
rosemary,10.74,56,8.0,6.48,64,1.31,59.91,1
rosemary,23.28,35,7.3,6.84,69,1.4,66.65,1
rosemary,27.5,60,7.5,6.1,45,1.97,69.97,1
rosemary,23.15,52,6.5,6.26,32,1.78,81.48,2
rosemary,26.87,46,8.5,6.42,50,0.91,69.42,1
rosemary,15.65,51,6.2,6.77,27,0.87,61.99,1
rosemary,27.33,52,6.9,6.94,54,1.75,76.53,2
rosemary,25.75,45,6.9,6.57,21,1.68,87.95,2
rosemary,27.06,48,6.1,6.4,43,1.33,77.44,2
rosemary,42.75,44,5.7,6.6,81,1.42,51.18,1
rosemary,25.53,49,7.1,6.62,50,1.17,84.9,2
rosemary,30.0,42,7.3,6.41,28,1.89,73.7,2
rosemary,31.5,46,6.4,6.14,75,1.82,59.09,1
rosemary,25.16,55,7.0,6.48,68,1.83,86.42,2
rosemary,26.67,56,7.9,6.69,32,1.46,79.24,2
rosemary,6.47,60,6.7,6.45,62,1.22,61.99,1
rosemary,23.64,58,6.2,5.84,47,1.74,66.87,1
rosemary,22.85,49,7.7,6.52,47,1.95,78.99,2
rosemary,49.36,41,6.6,6.41,70,1.1,56.3,1
rosemary,25.13,53,5.5,6.29,30,1.81,78.15,2
rosemary,22.5,54,6.6,6.06,30,1.97,75.66,2
rosemary,5.32,66,6.2,6.68,76,1.69,50.49,1
rosemary,21.29,65,6.6,6.39,42,1.61,73.33,2
rosemary,33.62,53,8.0,6.6,78,1.86,60.02,1
rosemary,43.39,39,6.6,6.77,78,1.72,51.26,1
rosemary,23.56,53,7.4,5.81,55,1.3,71.16,2
rosemary,14.41,56,8.0,6.71,53,0.97,55.98,1
rosemary,24.47,59,6.7,6.2,42,1.45,80.54,2
rosemary,23.78,56,6.1,6.73,70,1.09,72.06,2
rosemary,47.48,40,8.6,6.68,31,1.45,52.22,1
rosemary,24.85,49,6.6,7.03,29,2.05,77.11,2
rosemary,15.17,54,8.2,6.14,47,0.66,52.33,1
rosemary,28.64,49,7.5,6.2,34,1.88,74.11,2
rosemary,25.46,59,6.8,6.45,46,1.49,86.06,2
rosemary,23.8,50,8.2,6.39,28,1.52,80.8,2
rosemary,39.11,42,6.8,7.2,50,1.42,50.66,1
rosemary,24.81,45,6.5,6.99,57,1.37,72.78,2
rosemary,7.93,55,6.4,6.5,43,2.03,65.21,1
rosemary,24.62,52,7.0,6.61,50,1.32,88.7,2
rosemary,31.57,46,7.0,6.05,55,1.71,65.05,1
rosemary,27.49,50,6.9,7.29,32,1.48,72.3,2
rosemary,25.17,62,5.5,6.55,18,1.8,77.64,2
rosemary,23.6,51,6.8,6.63,44,2.13,82.76,2
rosemary,23.84,57,6.4,6.15,41,1.59,77.17,2
rosemary,24.57,52,6.9,6.87,51,2.04,80.7,2
rosemary,22.45,58,7.2,6.75,24,1.26,80.47,2
rosemary,21.38,50,7.6,6.46,34,1.32,80.2,2
rosemary,8.2,53,7.7,6.35,35,1.36,65.75,1
rosemary,42.13,42,8.2,6.74,57,1.18,50.16,1
rosemary,23.51,56,7.9,6.54,50,1.48,80.13,2
rosemary,38.91,37,8.7,6.29,67,1.79,42.73,0
rosemary,14.78,57,6.8,6.35,28,0.72,64.9,1
rosemary,26.76,56,6.5,6.48,21,2.04,84.53,2
rosemary,49.08,42,8.2,6.84,47,1.16,49.49,1
rosemary,26.43,59,7.1,6.28,67,1.69,77.57,2
rosemary,44.25,43,6.8,6.78,41,1.24,60.04,1
rosemary,28.08,50,6.8,6.48,50,1.8,81.8,2
